question,answer,prediction,precision,recall,f1,hash
达达利亚来自哪个国家?,达达利亚来自至冬,达达利亚来自至冬,0.9999998807907104,0.9999998807907104,0.9999998807907104,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
赛诺是男孩还是女孩？,赛诺是男性,赛诺是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问魈先生是什么职务?",魈是璃月仙人,魈是璃月仙人,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
行秋是男孩还是女孩？,行秋是男性,行秋是男性,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
温迪的元素属性是什么?,风元素,温迪是风元素,0.7309473752975464,0.9172989726066589,0.8135887384414673,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问白术有什么性格特点呢?","白术,救死扶伤","好，白术, 深得师门信任，刻苦努力",0.6014353632926941,0.6790772676467896,0.6379024982452393,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
林尼从哪里来的?,林尼来自枫丹,林尼来自枫丹,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问烟绯的元素力是什么？,火元素,"烟绯,火元素",0.7763704061508179,0.9155417680740356,0.8402321934700012,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
卡维能控制什么元素力?,卡维控制草元素,"卡维控制草元素
卡维控制草元素",0.8718434572219849,0.895348072052002,0.8834394216537476,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
绮良良的职责是什么?,绮良良是快递公司狛荷屋的快递员,绮良良是快递公司狛荷屋的快递员,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
瑶瑶使用什么元素力?,瑶瑶使用草元素,瑶瑶使用草元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
钟离使用的元素是什么?,岩元素,钟离元素岩元素,0.7883227467536926,0.9033968448638916,0.841946005821228,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珊瑚宫心海什么元素?,水元素,珊瑚宫心海是海元素,0.5937691926956177,0.718746542930603,0.6503077149391174,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
可莉用的是什么元素?,火元素,"可莉,火元素",0.7286275625228882,0.9191606044769287,0.8128784894943237,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝是男性还是女性？,坎蒂丝是女性,坎蒂丝是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问赛诺的性别是什么？,赛诺是男性,赛诺是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
可莉有什么性格特征?,喜欢放火烧山，炸弹，城里放炮，禁闭时间加倍,"可莉,喜欢放火烧山，炸弹，城里放炮，禁闭时间加倍",0.9304449558258057,0.9799562096595764,0.9545590281486511,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"申鹤女士,她是男孩还是女孩？",申鹤是女性,申鹤是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问艾尔海森先生有什么性格特点呢?","艾尔海森,喜欢保持低调，自由自在地做自己想做的事情。","艾尔海森,喜欢开玩笑的轻松活泼的少年",0.7481248378753662,0.6815988421440125,0.7133140563964844,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"钟离先生,他是男孩还是女孩？",钟离是男性,钟离是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯女士的元素是什么?,火元素,"烟绯,火元素",0.7763704061508179,0.9155417680740356,0.8402321934700012,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夜兰什么性格?,神秘，变幻无常，喜欢搅动情况，无法被摸清意图,"夜兰,神秘，变幻无常，喜欢搅动情况，无法被摸清意图",0.9374288320541382,0.9795277118682861,0.9580159783363342,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
刻晴的工作是什么?,刻晴是官员，负责政务管理和军队统领,刻晴是官员,0.8941403031349182,0.656488299369812,0.7571027874946594,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"娜维娅女士,她是男孩还是女孩？",娜维娅是女性,娜维娅是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珐露珊女士的职责是什么?,珐露珊是杰出学者，古典机关术学科奠基人之一,珐露珊是杰出学者，古典机关术学科奠基人之一,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
妮露什么元素?,水元素,水元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
优菈什么性别,优菈是女性,"优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性
优菈是女性",0.6455663442611694,0.7619091272354126,0.6989292502403259,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
纳西妲是什么职务?,纳西妲是草之神，曾经被教令院囚禁在净善宫的笼中鸟。,纳西妲是草之神，曾经被教令院囚禁在净善宫的笼中鸟。,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲米尼使用哪种元素?,水元素,"菲米尼使用水元素
菲米尼,水元素",0.6493597030639648,0.8464993834495544,0.7349389791488647,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
辛焱是男还是女啊,辛焱是女性,辛焱，女性,0.9137414693832397,0.9137414693832397,0.9137414693832397,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫华女士掌握哪种元素力?,冰元素,"神里绫华,冰元素",0.6678543090820312,0.8680598735809326,0.7549088001251221,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问魈的身份是什么？,魈是璃月仙人,魈是璃月仙人,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
班尼特是什么性格?,即使霉运缠身，已然乐观，向往冒险,"班尼特,即使霉运缠身，已然乐观，向往冒险",0.8899754881858826,0.9749415516853333,0.9305230379104614,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
娜维娅女士是什么身份?,娜维娅是刺玫会的年轻会长,娜维娅是刺玫会的年轻会长,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"芭芭拉女士,是什么性别呢?",芭芭拉是女性,芭芭拉是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"林尼先生,是什么性别呢?",林尼是男性,林尼是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
早柚女士是属于哪个国家的?,早柚来自稻妻,早柚来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
诺艾尔女士是什么性别？,诺艾尔是女性,诺艾尔是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珊瑚宫心海什么性别,珊瑚宫心海是女性,珊瑚宫心海是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
赛诺是男还是女啊,赛诺是男性,赛诺是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
申鹤女士是什么性格的人?,"申鹤,淡漠疏远","申鹤,淡漠疏远",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"多莉女士,她是什么性别？",多莉是女性,多莉是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
那维莱特先生是做什么工作的?,那维莱特是最高审判官,"那维莱特是最高审判官
那维莱特是最高审判官",0.8848788738250732,0.9072893261909485,0.8959440588951111,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
胡桃使用什么元素力?,胡桃使用火元素,胡桃使用火元素,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲谢尔有什么性格特征?,有些幻想症的中二少女,"菲谢尔,有些事情需要信任",0.5327681303024292,0.5301035046577454,0.5314324498176575,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芙宁娜使用什么元素力?,芙宁娜使用水元素,芙宁娜使用水元素,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝女士是什么性格的人?,"坎蒂丝,热爱沙漠，尽到守护职责","坎蒂丝,热爱沙漠，尽到守护职责
坎蒂丝,热爱沙漠，尽到守护职责",0.8640040159225464,0.8795512914657593,0.871708333492279,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
温迪是什么性格?,喜欢开玩笑的轻佻少年,"温迪,喜欢开玩笑的轻佻少年",0.8749838471412659,0.9683862924575806,0.919318675994873,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫华来自哪个国家?,神里绫华来自稻妻,神里绫华来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特的性格特征是什么?,"琳妮特,低调，隐匿于影子中","琳妮特,低调，隐匿于影子中",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
香菱来自哪个国家?,香菱来自璃月,"香菱来自璃月
香菱来自璃月
香菱来自璃月
香菱来自璃月
香菱来自璃月
香菱来自璃月
香菱来自璃月
香菱来自璃月
香菱来自璃月
香菱来自璃月",0.7012827396392822,0.8049352169036865,0.7495424747467041,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芭芭拉女士来自哪个国家?,芭芭拉来自蒙德,芭芭拉来自蒙德,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
卡维是什么性格?,碍于面子，对破产的事避而不谈，乐观,"卡维,卡戏，碍于面子，走马观花",0.6735812425613403,0.6743776798248291,0.6739792227745056,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问辛焱的性格特征是什么？,"辛焱,直爽豪迈，自信骄傲的少女","辛焱,直爽豪迈，自信骄傲的少女",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
诺艾尔女士是什么身份?,诺艾尔是西风骑士团见习骑士，女仆,诺艾尔是西风骑士团见习骑士，女仆,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问莱依拉的性别是什么？,莱依拉是女性,莱依拉是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
五郎是什么身份?,五郎是海祇岛军的大将,五郎是海祇岛军的大将,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问琴的性格特点是什么?","琴,严苛刻苦，坚持秩序","琴,严苛刻苦，坚持秩序",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷电将军女士是什么身份?,雷电将军是稻妻的幕府将军,雷电将军是三奉行之一，带领三奉行执行令行刺走,0.6275664567947388,0.7365162968635559,0.6776903867721558,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凯亚先生是做什么工作的?,凯亚是西风骑士团骑兵队长,凯亚是西风骑士团骑兵队长,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凯亚是男性还是女性？,凯亚是男性,凯亚，男性,0.909714937210083,0.909714937210083,0.909714937210083,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问纳西妲的性格特征是什么？,"纳西妲,宁静、明智、智慧、纯净","纳西妲,宁静、明智、智慧、纯净",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问胡桃女士来自哪里?",胡桃来自璃月,"胡桃来自璃月
胡桃来自璃月",0.8394117951393127,0.86446613073349,0.8517547249794006,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
甘雨女士的工作是什么?,甘雨是玉京台、月海亭秘书,甘雨是玉京台、月海亭秘书,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
优菈是男人还是女人？,优菈是女性,优菈是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗会用哪种元素?,岩元素,荒泷一斗用岩元素,0.626550555229187,0.8423471450805664,0.7185974717140198,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫人使用的元素是什么?,水元素,神里绫人使用水元素,0.6126008629798889,0.8387600183486938,0.7080597281455994,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪卢克先生是属于哪个国家的?,迪卢克来自蒙德,蒙德,0.8509947061538696,0.6078312397003174,0.7091471552848816,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
八重神子女士是男孩还是女孩？,八重神子是女性,八重神子是女性,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问琴的元素力是什么？,风元素,"琴,风元素",0.7802504301071167,0.9185075163841248,0.8437528014183044,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
枫原万叶从哪里来的?,枫原万叶来自稻妻,,0,0,0,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯女士会用哪种元素?,火元素,"烟绯使用火元素
烟绯用火元素",0.6886132955551147,0.8326339721679688,0.7538062334060669,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
林尼什么元素?,火元素,"林尼,火元素",0.7282699346542358,0.9198611974716187,0.8129295706748962,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,九条裟罗女士使用哪种元素?",雷元素,九条裟罗使用雷元素,0.6099753379821777,0.8452364206314087,0.7085887789726257,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
达达利亚先生来自哪个国家?,达达利亚来自至冬,达达利亚来自至冬,0.9999998807907104,0.9999998807907104,0.9999998807907104,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珊瑚宫心海女士的元素是什么?,水元素,珊瑚宫心海，水元素,0.6441199779510498,0.8386667370796204,0.728630781173706,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
柯莱使用哪种元素?,草元素,柯莱使用草元素,0.7037183046340942,0.8896355032920837,0.7858302593231201,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫人是什么身份?,神里绫人是三奉行之一，社奉行神里家的家主,神里绫人是三奉行之一，社奉行神里家的家主,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
绮良良女士的身份是什么?,绮良良是快递公司狛荷屋的快递员,绮良良是快递公司狛荷屋的快递员,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯的元素是什么?,火元素,"烟绯,元素火",0.6987937688827515,0.7718753218650818,0.7335187792778015,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凝光女士的身份是什么?,凝光是富商、大姐姐,凝光是璃月的大姐姐，见多识广的学者,0.6799793243408203,0.7940249443054199,0.7325902581214905,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问神里绫华女士有什么性格特点呢?","神里绫华,端丽、品行高洁、深受民众钦慕","神里绫华,认真工作、履行职责",0.7036721706390381,0.6757479906082153,0.6894274353981018,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问神里绫华女士使用哪种元素?",冰元素,神里绫华使用冰元素,0.6411421895027161,0.85170578956604,0.7315741777420044,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
香菱什么性别,香菱是女性,"香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱是女性
香菱",0.5521093606948853,0.6686879992485046,0.6048324108123779,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问卡维的性格特点是什么?","卡维,碍于面子，对破产的事避而不谈，乐观","卡维,碍于面子，对破产的事避而不谈，乐观",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱依拉女士会用哪种元素?,冰元素,"莱依拉使用冰元素
冰元素师的家教是冰术",0.6234629154205322,0.798891007900238,0.7003585696220398,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱欧斯利是什么职务?,莱欧斯利是掌管监狱梅洛彼得堡的公爵,莱欧斯利是掌管监狱梅洛彼得堡的公爵,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫华女士来自哪个国家?,神里绫华来自稻妻,神里绫华来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里先生是什么身份?,提纳里是道成林的巡林官,提纳里是道成林的巡林官,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
